title,leadership,focus,experience_level,company_name,company_industry,location,city,state,remote,salary_range,salary_min,salary_max,employment_type,required_education,job_id
Data Scientist,None,Predictive,Mid,Electronic Arts Inc.,Gaming,"Los Angeles, CA",Los Angeles,CA,On-Site,$120k - $190k,120000.0,190000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAtIFByZWRpY3RpdmUiLCJodGlkb2NpZCI6IjFWejFLTDJYTDRoR05uY2RBQUFBQUE9PSIsImZjIjoiRXJjQ0N2Y0JRVTUxVjJoamJWOXlNamRVUkY4MmJrNUlUVWxKWkMxZlJHOXhSa1pyZGs1eFVuVjVNVXd6Y0RGdE5VcHpUbGhYZG1KblFsUXhhbFYxTmtZdE9YaFBhMFZIWW5CUk4zVlJPVFZQZUdGalJYQldiVlE0WVc1ZmFYTnhZbXRUTUdSUFlYUkNNVVpRTlZaRFdFaHFWRUpFYVdaNllYWlhObEJHUkdoR2RsQXRkbWR3WVZsb1pIWnBRMUZDWkc1TVpWSjZNRVk0UkhCRFdEUmZhVTlLYVZjMGFWcFRVVmRIZVhjMFpGUkpjV1Y1YVdFM2FUWnhZMFpEZWtsTFRsWm9XRTFDUXpGTFVuVkhTVE0yUnpaVFZuTjBTRFp5UzJsa1ltRTVVMTh0YVdvdGFUaHhZMk5WTkdSc09IWnlMV2d6T0c1d2NIVTNXblZJUlJJWFp6UkliVnBaWVZkQk5YRTFjRGcwVUdod2NXa3lRVTBhSWtGUVdHaHROV0pVVUZKdE5ETkJabHBRVUhjeVJVNUNRbU0yYW5abFRHZFRkWGMiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBLYXJraWRpIiwibGluayI6Imh0dHBzOi8vd3d3LmthcmtpZGkuY29tL2pvYi1kZXRhaWxzLzMwOTU1LWRhdGEtc2NpZW50aXN0LXByZWRpY3RpdmUtam9iP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Ecommerce,Senior,Whatnot,Retail,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$153k - $225k,153000.0,225000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoidXV0a2pNcFBsVy0tY1VNVUFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYlRVeVUyVXpWMk4zZEhObFkzVktOWGxtWVZZdFZIUk5TV1ZCWlZaT1JFbHZjVmhvZFVkVE1XRkRiRE56WXpVek4wdHlkbU4wZGpRMmRVSkxjMkp5TVhkVldFd3haM0Z6WVRkelNuWnhiakY1YlRkQlZrZHBPVkE0UVdWeExUaGFhbnBhVmtKV1ZuZ3dVbGRzZFRoeU5ucG9kMHRPVDBKSmRVdFpXSHBoWWxoTk1XUmpZbkUyWmsxUmJ6bDROSFYxUm05S1ZWSktUWFYxTFZCWU5WRlRaV2c0VERSQ1VtMW1kV3RrYVZjd1FsZzFPVU5oZWs5elRXSm9iR3RJVTJWWmExRmFia2hrTURoTFVYRmFXa1JPTFVsWFoxUkVXbFp1Y1U1M1p4SVhaelJJYlZwWllWZEJOWEUxY0RnMFVHaHdjV2t5UVUwYUlrRlFXR2h0TlZwNVFVczRhVEIzT1hSMFUxRlZaSEZ1TkZONlpHeHNOMGc0YjJjIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gU2FsYXJ5LmNvbSIsImxpbmsiOiJodHRwczovL3d3dy5zYWxhcnkuY29tL2pvYi93aGF0bm90L2RhdGEtc2NpZW50aXN0L2oyMDIzMDkxODIzNTQyOTk0Mjc5NDE/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Senior Data Scientist,Senior,Marketing Data Science,Senior,"Deloitte Development, LLC",Management Consulting,"Los Angeles, CA",Los Angeles,CA,Remote,$108k - $228k,108000.0,228000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJTZW5pb3IgRGF0YSBTY2llbnRpc3QiLCJodGlkb2NpZCI6Ik92YUY4U252TlNnaWZiOTBBQUFBQUE9PSIsImZjIjoiRXJjQ0N2Y0JRVTUxVjJoamJFUmhXV3hFU0hOMGMxVllVbGx5UkVGcmNIZG1OMjgwT1dKaFpuazBaVGQyWVRScWIxTkpPVWxPY1VsVFVsSlJNbGhHZGtSWVFtWTFNMGRJWlhoellsbDNUbmR3T0Vwbk9WZzRhRWRJWDBzeVRra3dTR0ZWZWtnMlltSlljWEZrY1doQ1FqSTFWV2xLWlVzMU5HdERWM2RMWlV4T2MxVmpNbnBUZDFOQlMycGlUR2xyVWxnNFdYVnlUMmxVUnpWMVRXTnJhREExVEMxQ1NIVm9TVTh4UTNKeGJuSTFUMlZqUlZsR1NtSnlUV3hTYTBoRVoyOWlUWEZPYlZaTVpWWlpRa2xoVVVsblRIWlJlV1psYTI1TVJWSmhWWGh0YVZWbVJrNXBZVEJuYzJ3MVoyZE9jRlY1YlZabGNXTTFSRWREWnhJWFp6UkliVnBaWVZkQk5YRTFjRGcwVUdod2NXa3lRVTBhSWtGUVdHaHROVmxNU2xaS2VFSnNiblZWYTI1NVQwcFhkelZZUW5WdFUyTlhSV2MiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xNCIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBFbXBsb3ltZW50IENyb3NzaW5nIiwibGluayI6Imh0dHBzOi8vd3d3LmVtcGxveW1lbnRjcm9zc2luZy5jb20vam9iL2lkLWVkZjE5ZjNkNWMwMGQ0Yzc4NzY0MzFiZGI0ODYzOWQ0P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,None,Mid,Apollose,None,"Los Angeles, CA",Los Angeles,CA,Ambiguous,$103k - $104k,103000.0,104000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiSF9ha1BmNWd3ZFpPM3h4NUFBQUFBQT09IiwiZmMiOiJFb3dDQ3N3QlFVNTFWMmhqYm1OaE5tOUpUemRIWDFocGVYUktaVkpIY1VGVFMySmhjbEZFWjFoaVVVTjJMVlZ6VVhZMWFWWm9NMDVXVlhkdlJuSXllVlpVUW14SlozcGhiRVo1YjB0NU1WaEZZM1psYVRaRlduRnZkMm8yVTA5NFkySkxaMVZRYWtaUWJFOVFWMTkyT0RCcVZXczJWbWMxUlhWQ2VUZEZhMjB0TWxodE1XSnhiR3BDWVhSRFNWbGhjR2x4YlcxdVZWZHpiVFF3WjJWMExWTXhlRko2ZWs5WlNFZHRjelZaVEc1VlRUSXpOSGhZZWpGNWNHTjFiMmw1Tm5WSGMyVlljRmhoV1VGVU0wNVFWRE4zRWhkbk5FaHRXbGxoVjBFMWNUVndPRFJRYUhCeGFUSkJUUm9pUVZCWWFHMDFXVEkwVWpWdVVrZHVlSEpVZFZCd1MxVk9NRTR6UkdaSGJGOW5kdyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzE2IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIE9QVG5hdGlvbiIsImxpbmsiOiJodHRwczovL3d3dy5vcHRuYXRpb24uY29tL2RhdGEtc2NpZW50aXN0LWpvYi1pbi1sb3MtYW5nZWxlcy1jYS12aWV3LWpvYmlkLTMzNjE4P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Ads Measurement,Mid,TikTok,Social Media,"Los Angeles, CA",Los Angeles,CA,On-Site,$117k - $281k,117000.0,281000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAtIFRpa3RvayBBZHMsIEFkcyBNZWFzdXJlbWVudCIsImh0aWRvY2lkIjoiRTZ3aDU0R3liUTZEY2QySEFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYmxkUGNUbEpMVGh1WVRCeFNEbE5jM1ZmUTFsSmFsVm5TM2R5YVhSMlVuaFRPVTAxWVhwdlJHcG9UME15T1UxWE4wWXdaMlkyYTBVNFJsTk5SVXhzTmsxTFUzaGtVME5STkZKbFRFMXRRMjVpYTNaTWMwcG9WMUptVDBKcWRscHZkRU5vWmpJM1lraFZjM1IzVFVOa1NtUkhSa053ZUdaVFZFZFVPVlYyVms4MU5VSTVkRWcxTm0wdE16SjFWaTFaWDJwRFNHdERXa2MzT1c0eE4ycElRalpvY1ZsVlZXUXdibHBzVkdSa01GODJkVFkyUmsxU2MyZEZiMlZZWVhrNU9WSTJlbFZHYUdsTk9FMXRWR0pUUlhoR2JWQjNhVVJ2WVhaRlVSSVhaelJJYlZwWllWZEJOWEUxY0RnMFVHaHdjV2t5UVUwYUlrRlFXR2h0TlZsQ1QweFBWVlo1TlMwNGJuTnlhM2hyUVc5cmFDMHhNVFl3YUVFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMTciLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgb24gTGlua2VkSW4iLCJsaW5rIjoiaHR0cHM6Ly93d3cubGlua2VkaW4uY29tL2pvYnMvdmlldy9kYXRhLXNjaWVudGlzdC10aWt0b2stYWRzLWFkcy1tZWFzdXJlbWVudC1hdC10aWt0b2stMzU5OTYxMzUzNz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,Senior,Machine Learning,Senior,Deloitte,Consulting,"Los Angeles, CA",Los Angeles,CA,On-Site,$80k - $160k,80000.0,160000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCwgTWFjaGluZSBMZWFybmluZyIsImh0aWRvY2lkIjoib3JHekxtdWpRU1BtcWhWM0FBQUFBQT09IiwiZmMiOiJFcmNDQ3ZjQlFVNTFWMmhqYkcxWVMyUkhWbUl5UTFGb1ZHeE5SM04xUlZSVE9YWkRaR05FYURReldETkthbGxpWWpKMFducGxSMGRaVTNsb2JrOVVZMU5aV0hkT1dGaExSWEF4T0hVMFRqSlJjbWRXVFRsdlgxaENiVkJKWXpkaVlpMTNXblJpWVc5TWQzUTVNWGw2YlU4NWVuWnBZM0p4TTNGVk9EVnlOMmRVYTFwMmVYQjBlVFZuYzNCc1NsOVdPVzkwU0d4TFgzUkJNazVOUlUxamQxWnVUa05LY1ZWSFZEZFRlamRqVUhSUlFWSlhkWGRtTTJsSVpHRnZhMnRwVlhOTFJtWnNUREZPYzNZMVYwOXZXVFZVYzJRMVQzbHpRemxPVWxSV2RUQlpaakEzVFMxQ1lVOUxVM0pGTTJaeVpuYzVNbTE1UWxCTFFrZEJSUklYYUZsSWJWcGpkbWhCTjJaU2ExQkpVSEYwWVhocFFXTWFJa0ZRV0dodE5WcG9UbXhrVG1oVFNISlFjMjQ1VG5JelEySmhXbWRwWDFCeFVuYyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQXBwbHkgZGlyZWN0bHkgb24gSm9iek1hbGwiLCJsaW5rIjoiaHR0cHM6Ly93d3cuam9iem1hbGwuY29tL2RlbG9pdHRlL2pvYi9kYXRhLXNjaWVudGlzdC1tYWNoaW5lLWxlYXJuaW5nLTk/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,AI/ ML/ NLP,Mid,Rule14,None,"Los Angeles, CA",Los Angeles,CA,On-Site,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAtIEFJLyBNTC8gTkxQIERldmVsb3BlciAtIHdpdGggR3Jvd3RoIE9wcG9ydHVuaXRpZXMiLCJodGlkb2NpZCI6IkpEQ3A5OS1BV2ZDbGJyLUdBQUFBQUE9PSIsImZjIjoiRXVJQ0NxSUNRVTUxVjJoamJraGtOVmQzUTFkcWNYcEtTVE5mVDNveFRUZGFjMkZGZFdZdE0wRnliVk5MWlhrNWVXdzJiRTVTU1ZkRlRuRmZjR0pRUzBrdFJFNXpTMmxrZURSelR6ZDZUWHBZT1d0a2JUSmlOMFpsZWprNE0zaFZkVk5ZU0ZWeVUzaExXbEpSYVZaMU5GTnFSM0J2VWtRelRrcFRSRjkzTjNkNmIwOWpaV1V4YkVkZmN6aEdOMlYyUVRReWNuUkhaRkYzZFZsdGFIRTVNMjVsUjBORVJreDBWV1Z2VkRsaE9VSkhkMjVKVkV4d2EwSkNTSGhuTFZrMFJHZEdla0Z3WW05UldWcFpabkZUYVZWb2RrTnNhSGsxU0hoMmFsSnZPSGhQTTJvMlFtbEJjbG8wZEROb1ZYVjRWVVYyZFMxV2F6VlhhRlpWY1U1R2VHMVJUREIzVm1wSFkxYzBNM2M0U1hFNFltbEdVMUZzYjI4eE1sbHFSR3hOTFc1MFFYb3hlVkVTRjJoWlNHMWFZM1pvUVRkbVVtdFFTVkJ4ZEdGNGFVRmpHaUpCVUZob2JUVmFSV3hSVlU5eE1qUldRbTF2YzNsV01sbHhVbGRTVG14TkxVTjMiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY181IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IGRpcmVjdGx5IG9uIEdyYWJKb2JzIiwibGluayI6Imh0dHBzOi8vZ3JhYmpvYnMuY28vdXMvam9iL2Z1bGwtdGltZS9vdGhlcnMvZGF0YS1zY2llbnRpc3QtYWktbWwtbmxwLWRldmVsb3Blci13aXRoLWdyb3d0aC1vcHBvcnR1bml0aWVzLTQyNzUxNTk4P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Data Scientist,None,Supply Chain and Manufacturing Analytics,Senior,Amgen Inc.,Biotechnology,"Los Angeles, CA",Los Angeles,CA,Remote,$120k - $190k,120000.0,190000.0,Full-Time,Ph.D,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCAoUmVtb3RlKSIsImh0aWRvY2lkIjoia3pZYWpPVjBWR0huXzNNNEFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYkV3eWQySXlja2xrTVhWd1RFbHNWamxyVVZZM00wTnNSVXRTTjJ4bFJ6bEdORE56YW5GSWNYWjZMVVJ2UlRaTlRsUlNWWEpvYUVKVVVITlRVWFJtUWpnM2JHdE1URE5EUkV4dmIzbGtOSEptY0Zod1ZrUkNWRlZIY1d4MlgwOW9aVGxoVjJoc1UxVjVRME5QTWt4eVR6ZHVjalZ5VTBKV2FqZFVjVXd6V0RoZk1IcHFWbFE1VW1GNk5VNWlOMkpHYTB3MVJrZzJVa1ozZFZSWlpIcDViV280ZWtRMWJ6UmtjR1ozWlRodVNEQkplVGhCVVdkV1RsTnhVRkpxWlhGblpYUlhNREYwU2tFd1NDMHpSMUJ4VjIxdFNuRk5YME52WW5oTWR4SVhhRmxJYlZwamRtaEJOMlpTYTFCSlVIRjBZWGhwUVdNYUlrRlFXR2h0TldGeVFqbFlPV3RpV2prNFVtbGhOMUI2TVZvMlZGSnRSSEI0WjFFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfNyIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBLYXJraWRpIiwibGluayI6Imh0dHBzOi8vd3d3LmthcmtpZGkuY29tL2pvYi1kZXRhaWxzLzMyMjkwLWRhdGEtc2NpZW50aXN0LXJlbW90ZS1qb2I/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,Machine Learning,Mid,eTeam,None,"Los Angeles, CA",Los Angeles,CA,Hybrid,$125k - $150k,125000.0,150000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVudGlzdCIsImh0aWRvY2lkIjoiMGdMeVRYZjhGVmU1QjBiWEFBQUFBQT09IiwiZmMiOiJFcUlDQ3VJQlFVNTFWMmhqYTB3MFFsQXdZM0F5YVU0eFlVUldXbnB6V1doTU9ETjBNbmgxVjNwRlJUaHlaVGxwUjA4eFpXTk5PRVJuV1dOMlNFeEtlRzlFTkZkSWNqUXdSMEkxZEV4MFdsUklRbTF6VjJ4UVYxTTNZa2hCTURSM1ZEVnZRVTFFUkVKUE9VZGlWeTFuT1dnMFppMHRlbnBRVWtsMldIRTFibWQyYkRKU1FVRjJTbFUxWTNvNE9EbDBkMDVwVlZkcU5HSlBaV1JCTkhKNVEyOURhWFZtWkVsQ1lYVkhPRkJzVG1oaGQyMXhVWG8yVldOd1UxWlRjazl0TFMxck1IVXdMVXR3VDJobGJXbEdTekYzVkZWTWJuY3RTa1ZPYjBrd2QxOXRjRzVaTTJNNFp4SVhhRmxJYlZwamRtaEJOMlpTYTFCSlVIRjBZWGhwUVdNYUlrRlFXR2h0TlZsSk4zTnRRM2N6VUdzNVVuWnFUUzEyVjJjd1F6RjRXRlZCY0VFIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfOSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBMZWFybjRHb29kIiwibGluayI6Imh0dHBzOi8vd3d3LmxlYXJuNGdvb2QuY29tL2pvYnMvbG9zLWFuZ2VsZXMvY2FsaWZvcm5pYS9pbmZvX3RlY2hub2xvZ3kvMjk0MjgyNDk1NS9lLz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19
Data Scientist,None,Marketing,Mid,Hinge,Social Media,"Los Angeles, CA",Los Angeles,CA,On-Site,$54k - $107k,54000.0,107000.0,Full-Time,Bachelors,eyJqb2JfdGl0bGUiOiJNYXJrZXRpbmcgQW5hbHl0aWNzIERhdGEgU2NpZW50aXN0IiwiaHRpZG9jaWQiOiI2SUh1VXZ3bUJBNmxOMHJmQUFBQUFBPT0iLCJmYyI6IkVxSUNDdUlCUVU1MVYyaGpibmxKVnpoc2FuWk5XakZpY1hKZk9WQXhiRFpKWVdkcExVOU9kRFpCU1Y5VVVHMVVRalpxZURKVGFEbHdUMVowVUhKME5XaFhOR3M1TUVKWE4yTTBhRkpYYTNJMVFrNDNTakpZVWpjeWFVdGtWWGRwYUV4SFNHVmhNa1p4VGpCMlNrbE1NR3hNY1ZoTVNXaGZaMVJDYUdNNFprcDBObWd4TlRFeVlqTmZkbHA2T1UxVVlsTnRTamhUUzBsUFJIZHlNa0ZEWmpGWWVWZFlaMDVYY1RacVFTMDROREZmY1VFNFoyVjRSa3d5UTBaTlNHVnNTRE5IVUhGMGNHSkJiMWwzTWxGalZEZDJVa1ZZY1dsSk5uSmxjemcwTFhkbmJuRmZMVFJCZHhJWGFGbEliVnBqZG1oQk4yWlNhMUJKVUhGMFlYaHBRV01hSWtGUVdHaHROVmxJTm05T1oxWjJRek4yZGtodVQwWnliR0ZuUlZWcFNYRTVaVkUiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMSIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBUaGUgTXVzZSIsImxpbmsiOiJodHRwczovL3d3dy50aGVtdXNlLmNvbS9qb2JzL2hpbmdlL21hcmtldGluZy1hbmFseXRpY3MtZGF0YS1zY2llbnRpc3Q/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
Data Scientist,None,Water Resources,Mid,LimnoTech,Environmental Engineering,"Los Angeles, CA",Los Angeles,CA,On-Site,$80k - $100k,80000.0,100000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJXYXRlciBSZXNvdXJjZXMgRW5naW5lZXIsIFNjaWVudGlzdCwgb3IgRGF0YSBTY2llbnRpc3QgKExvcyBBbmdlbGVzLCBDQTsgT2FrZGFsZSwgTU4pIiwiaHRpZG9jaWQiOiJSRG8xN19OcTF6eXZNeW1DQUFBQUFBPT0iLCJmYyI6IkV2Y0NDcmNDUVU1MVYyaGphM0ZKY21aNmJISlpVR3RyT1VvMFFsRmZkbTlzZW1Nd1dVNDFjMkpPT0ZaRVdDMVJVRWxvWVhKaVlUaDNhbkJFTFRoemJtOWtjQzFYUkdsbFZXMUllR2RrWVZsSFJIZEhaVWh0Ukc1WVIwOXlkVmhmY0hGTWNYTkNlRXhmUW5wcVV6bFVaR2xXV1daWmFGY3RhekZVTlZKUlkwOUxTMGxNYmtoQmFUQktWbTFCTVUwMVVYRlZaV1IxV1VkVlUyOVVXbkJvZGkxbU0wOXZSRkJ0VlRoblZFWlRTMlZrT0ZCdFQxUnFURE42VFZoME0yUXRkbVkyYVZKWlQzZGhXVXBIVGpocFgwOTRjemR6Vlhwc1JHOW5VVGQ0Y1Vsa1QxWktRVzFoYzFjMVN6RkRNMU5UTFhWSmJtRlNORFpzYVRBd1JWQnZObFJ3Y0c1Q2RrdHZRazFEZUMxTFIzQTRhMEo2VjJ4YWQyRTFMVkZtZGxaSlIzZExaMVppT1d0WWIyYzNNeTFtZUZsUlh6VnZZMjFMY1VsSGIyY1NGMmhaU0cxYVkzWm9RVGRtVW10UVNWQnhkR0Y0YVVGakdpSkJVRmhvYlRWWlZsWnJNVGh6VEZwcWVsOVlaM1JNT0hkMFZIVkVkelpuVlhwMyIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzEyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFwcGx5IG9uIFppcFJlY3J1aXRlciIsImxpbmsiOiJodHRwczovL3d3dy56aXByZWNydWl0ZXIuY29tL2MvTGltbm9UZWNoL0pvYi9XYXRlci1SZXNvdXJjZXMtRW5naW5lZXIsLVNjaWVudGlzdCwtb3ItRGF0YS1TY2llbnRpc3QtKExvcy1BbmdlbGVzLC1DQTstT2FrZGFsZSwtTU4pLy1pbi1Mb3MtQW5nZWxlcyxDQT9qaWQ9YjlmZjk2MTgwMDhiODE1OVx1MDAyNnV0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=
Other,Manager,Data Science Program Management,Senior,Deloitte,Consulting,"Los Angeles, CA",Los Angeles,CA,On-Site,$152k - $253k,152000.0,253000.0,Full-Time,Masters,eyJqb2JfdGl0bGUiOiJEYXRhIFNjaWVuY2UgUHJvZ3JhbSBNYW5hZ2VyIC0gU0ZMIFNjaWVudGlmaWMiLCJodGlkb2NpZCI6Ik9TbmNTRk1vTERTam5XWXNBQUFBQUE9PSIsImZjIjoiRXJjQ0N2Y0JRVTUxVjJoamExcGxOakk1YVMxM2JHZG5PRVp4ZVhCMVFqZHZja2hST1RCSk5GOURhR3g2Y1VzemFXOTVUa2sxU0VwRWFURmtTWEU1VXpWbk5YcE9abFl5VjBscUxXVTFkM1pRUTNjek5uRnZVSEoyYlZsUldXdHJYMXBSVFRaaVMyUlFjVGhZZDFsbmJUZzFUVTV1TFZGUlpWQkRSRFUxVUV4d1ZtcEhNM1ZwYm1OTE1UVmZOVFpUZFhkTE5uQmpPWHBNU1hwdFowcGpVelJEVURCbmJGcG1Nek5mZEd0R1R6QnZRMWhPV0hoUVlXRTRNbW96U2xORFYyOVdlV0ZYTjFrNFZETjFWMVpzTTBsWWJHcG9UVEYwTW5SMVVtNTBlVGRZVldOU1UyUllOMEpKYVdwU2FsOWphVlJoUmpCSk1HaHNNbFZCWXhJWGFGbEliVnBqZG1oQk4yWlNhMUJKVUhGMFlYaHBRV01hSWtGUVdHaHROVnBKY1Vjd2FsSmtiMW81T1VWR01qUkZXV0UwWDNCMGVGOUNTR2MiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xMyIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBcHBseSBvbiBEZWxvaXR0ZSBKb2JzIiwibGluayI6Imh0dHBzOi8vam9ic3VzLmRlbG9pdHRlLmNvbS9sb3MtYW5nZWxlcy1jYS9kYXRhLXNjaWVuY2UtcHJvZ3JhbS1tYW5hZ2VyLXNmbC1zY2llbnRpZmljLzAxQkE4RTVFRDc2MTQ5NDVCMUY3MzRCMzU2RDAyRTQ4L2pvYi8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==
